benchmark_dir,ground_truth_kind,script_path,bug_id,bug_code,bug_description,bug_line,line_text,nesting_depth,statements_before,lukas-depth,fork_count,fork_path_factor,fork_count_prefix,fork_path_factor_prefix,loc,line_percentile
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,31,"grep ""PATH"" /etc/profile.d/*.sh",0,11,0,0,1,0,1,13,0.96875
benchmarks/web_forums/empty_path,original,benchmarks/web_forums/empty_path/original.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,32,"grep ""PATH"" /etc/profile.d/*.sh",0,12,0,0,1,0,1,13,1.0
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,21,"grep ""PATH"" /etc/profile",0,1,0,0,1,0,1,13,0.65625
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,22,"grep ""PATH"" /etc/profile.d/*.sh",0,2,0,0,1,0,1,13,0.6875
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,23,"bash -c ""echo \$PATH""",0,3,0,0,1,0,1,13,0.71875
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,24,"bash -c ""env | grep PATH""",0,4,0,0,1,0,1,13,0.75
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,25,"bash -c ""env | grep PATH""",0,5,0,0,1,0,1,13,0.78125
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,26,"bash -c ""env | grep PATH""",0,6,0,0,1,0,1,13,0.8125
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,27,"grep ""PATH"" /etc/profile",0,7,0,0,1,0,1,13,0.84375
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,28,cat /etc/profile,0,8,0,0,1,0,1,13,0.875
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,29,"grep ""PATH"" /etc/profile.d/*.sh",0,9,0,0,1,0,1,13,0.90625
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,30,"grep ""PATH"" /etc/profile.d/*.sh",0,10,0,0,1,0,1,13,0.9375
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,31,"grep ""PATH"" /etc/profile.d/*.sh",0,11,0,0,1,0,1,13,0.96875
benchmarks/web_forums/empty_path,buggy,benchmarks/web_forums/empty_path/posix.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,32,"grep ""PATH"" /etc/profile.d/*.sh",0,12,0,0,1,0,1,13,1.0
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,21,"grep ""PATH"" /etc/profile",0,0,0,0,1,0,1,12,0.65625
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,22,"grep ""PATH"" /etc/profile.d/*.sh",0,1,0,0,1,0,1,12,0.6875
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,23,"bash -c ""echo \$PATH""",0,2,0,0,1,0,1,12,0.71875
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,24,"bash -c ""env | grep PATH""",0,3,0,0,1,0,1,12,0.75
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,25,"bash -c ""env | grep PATH""",0,4,0,0,1,0,1,12,0.78125
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,26,"bash -c ""env | grep PATH""",0,5,0,0,1,0,1,12,0.8125
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,27,"grep ""PATH"" /etc/profile",0,6,0,0,1,0,1,12,0.84375
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,28,cat /etc/profile,0,7,0,0,1,0,1,12,0.875
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,29,"grep ""PATH"" /etc/profile.d/*.sh",0,8,0,0,1,0,1,12,0.90625
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,30,"grep ""PATH"" /etc/profile.d/*.sh",0,9,0,0,1,0,1,12,0.9375
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,31,"grep ""PATH"" /etc/profile.d/*.sh",0,10,0,0,1,0,1,12,0.96875
benchmarks/web_forums/empty_path,fixed,benchmarks/web_forums/empty_path/fixed.sh,bug00,not_a_command,Detected issue code 'not_a_command' in benchmark script,32,"grep ""PATH"" /etc/profile.d/*.sh",0,11,0,0,1,0,1,12,1.0
benchmarks/web_forums/find_rm,original,benchmarks/web_forums/find_rm/original.sh,bug00,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,find / -mtime +1 -exec rm {} \;,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/find_rm,original,benchmarks/web_forums/find_rm/original.sh,bug01,word_split_del_sys_file,Detected issue code 'word_split_del_sys_file' in benchmark script,2,find / -mtime +1 -exec rm {} \;,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/find_rm,buggy,benchmarks/web_forums/find_rm/posix.sh,bug00,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,find / -mtime +1 -exec rm {} \;,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/find_rm,buggy,benchmarks/web_forums/find_rm/posix.sh,bug01,word_split_del_sys_file,Detected issue code 'word_split_del_sys_file' in benchmark script,2,find / -mtime +1 -exec rm {} \;,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/find_rm,fixed,benchmarks/web_forums/find_rm/fixed.sh,bug00,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,# FIXED: find / -mtime +1 -exec rm {} \;,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/find_rm,fixed,benchmarks/web_forums/find_rm/fixed.sh,bug01,word_split_del_sys_file,Detected issue code 'word_split_del_sys_file' in benchmark script,2,# FIXED: find / -mtime +1 -exec rm {} \;,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/for_mv,original,benchmarks/web_forums/for_mv/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,14,"        mv ""${extractDir}/${FILEMASK}"".xml ""$dest""",2,6,1,2,4,2,4,11,0.823529
benchmarks/web_forums/for_mv,buggy,benchmarks/web_forums/for_mv/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,14,"        mv ""${extractDir}/${FILEMASK}"".xml ""$dest""",2,6,1,2,4,2,4,11,0.823529
benchmarks/web_forums/for_mv,fixed,benchmarks/web_forums/for_mv/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,14,"# FIXED:         mv ""${extractDir}/${FILEMASK}"".xml ""$dest""",0,0,0,0,1,0,1,0,0.823529
benchmarks/web_forums/move_home,original,benchmarks/web_forums/move_home/original.sh,bug00,del_user_dir,Detected issue code 'del_user_dir' in benchmark script,3,"mv ""$HOME"" /usr/lib64/ld-linux-x86-64.so.2",0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/posix2,original,benchmarks/web_forums/posix2/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,"[ -f ""/Users/myname/Downloads/*.zip"" ] && mv -f /Users/myname/Downloads/*.zip /Users/myname/Downloads/zip/ || echo 'Nothing'",0,0,2,2,4,2,4,1,1.0
benchmarks/web_forums/posix2,buggy,benchmarks/web_forums/posix2/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,"[ -f ""/Users/myname/Downloads/*.zip"" ] && mv -f /Users/myname/Downloads/*.zip /Users/myname/Downloads/zip/ || echo 'Nothing'",0,0,2,2,4,2,4,1,1.0
benchmarks/web_forums/posix2,fixed,benchmarks/web_forums/posix2/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,"# FIXED: [ -f ""/Users/myname/Downloads/*.zip"" ] && mv -f /Users/myname/Downloads/*.zip /Users/myname/Downloads/zip/ || echo 'Nothing'",0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/replacement,original,benchmarks/web_forums/replacement/original.sh,bug00,data_loss,Detected issue code 'data_loss' in benchmark script,5,rm file.tmp,0,2,0,0,1,0,1,3,1.0
benchmarks/web_forums/replacement,buggy,benchmarks/web_forums/replacement/posix.sh,bug00,data_loss,Detected issue code 'data_loss' in benchmark script,5,rm file.tmp,0,2,0,0,1,0,1,3,1.0
benchmarks/web_forums/replacement,fixed,benchmarks/web_forums/replacement/fixed.sh,bug00,data_loss,Detected issue code 'data_loss' in benchmark script,5,# FIXED: rm file.tmp,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/rm_root_2,original,benchmarks/web_forums/rm_root_2/original.sh,bug00,word_split_del_sys_file,"If TEMPDIR is empty, will delete root",24,"rm -rf ""${TEMPDIR}""/",0,17,9,0,1,9,512,19,1.0
benchmarks/web_forums/rm_root_2,buggy,benchmarks/web_forums/rm_root_2/posix.sh,bug00,word_split_del_sys_file,"If TEMPDIR is empty, will delete root",24,"rm -rf ""${TEMPDIR}""/  # Note: this happened before --no-preserve-root was a thing",0,17,9,0,1,9,512,19,1.0
benchmarks/web_forums/rm_root_2,fixed,benchmarks/web_forums/rm_root_2/fixed.sh,bug00,word_split_del_sys_file,"If TEMPDIR is empty, will delete root",24,"rm -rf ""${TEMPDIR:?}""/",0,17,9,0,1,9,512,19,1.0
benchmarks/web_forums/rm_root_2,buggy_variant,benchmarks/web_forums/rm_root_2/variants/bug-move_trailing_slash.sh,bug00,word_split_del_sys_file,"If TEMPDIR is empty, will delete root",24,"rm -rf ""${TEMPDIR}"" # diff: move the trailing slash to TEMPDIR's definition",0,17,9,0,1,9,512,19,1.0
benchmarks/web_forums/rm_root_2,fixed_variant,benchmarks/web_forums/rm_root_2/variants/fix-if_z_exit.sh,bug00,word_split_del_sys_file,"If TEMPDIR is empty, will delete root",25,"rm -rf ""$TEMPDIR""/",0,18,10,0,1,10,1024,20,1.0
benchmarks/web_forums/sc_author,original,benchmarks/web_forums/sc_author/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,1,# https://github.com/koalaman/shellcheck/issues/910,0,0,0,0,1,0,1,2,0.333333
benchmarks/web_forums/sc_author,original,benchmarks/web_forums/sc_author/original.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,1,# https://github.com/koalaman/shellcheck/issues/910,0,0,0,0,1,0,1,2,0.333333
benchmarks/web_forums/sc_author,original,benchmarks/web_forums/sc_author/original.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,"rm -rf ""$(echo /)""",0,0,0,0,1,0,1,2,0.666667
benchmarks/web_forums/sc_author,buggy,benchmarks/web_forums/sc_author/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,1,# https://github.com/koalaman/shellcheck/issues/910,0,0,0,0,1,0,1,2,0.333333
benchmarks/web_forums/sc_author,buggy,benchmarks/web_forums/sc_author/posix.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,1,# https://github.com/koalaman/shellcheck/issues/910,0,0,0,0,1,0,1,2,0.333333
benchmarks/web_forums/sc_author,buggy,benchmarks/web_forums/sc_author/posix.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,"rm -rf ""$(echo /)""",0,0,0,0,1,0,1,2,0.666667
benchmarks/web_forums/sc_author,fixed,benchmarks/web_forums/sc_author/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,1,# https://github.com/koalaman/shellcheck/issues/910,0,0,0,0,1,0,1,0,0.333333
benchmarks/web_forums/sc_author,fixed,benchmarks/web_forums/sc_author/fixed.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,1,# https://github.com/koalaman/shellcheck/issues/910,0,0,0,0,1,0,1,0,0.333333
benchmarks/web_forums/sc_author,fixed,benchmarks/web_forums/sc_author/fixed.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,2,"# FIXED: rm -rf ""$(echo /)""",0,0,0,0,1,0,1,0,0.666667
benchmarks/web_forums/silly_q,original,benchmarks/web_forums/silly_q/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,5,mv file one.txt file four.txt,0,0,0,0,1,0,1,4,0.625
benchmarks/web_forums/silly_q,original,benchmarks/web_forums/silly_q/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,6,mv file two.txt file five.txt,0,1,0,0,1,0,1,4,0.75
benchmarks/web_forums/silly_q,original,benchmarks/web_forums/silly_q/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,7,mv file three.txt file six.txt,0,2,0,0,1,0,1,4,0.875
benchmarks/web_forums/silly_q,original,benchmarks/web_forums/silly_q/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,8,cp file six.txt file twelve.txt,0,3,0,0,1,0,1,4,1.0
benchmarks/web_forums/silly_q,buggy,benchmarks/web_forums/silly_q/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,5,mv file one.txt file four.txt,0,0,0,0,1,0,1,4,0.625
benchmarks/web_forums/silly_q,buggy,benchmarks/web_forums/silly_q/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,6,mv file two.txt file five.txt,0,1,0,0,1,0,1,4,0.75
benchmarks/web_forums/silly_q,buggy,benchmarks/web_forums/silly_q/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,7,mv file three.txt file six.txt,0,2,0,0,1,0,1,4,0.875
benchmarks/web_forums/silly_q,buggy,benchmarks/web_forums/silly_q/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,8,cp file six.txt file twelve.txt,0,3,0,0,1,0,1,4,1.0
benchmarks/web_forums/silly_q,fixed,benchmarks/web_forums/silly_q/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,5,"mv ""file one.txt"" ""file four.txt""",0,0,0,0,1,0,1,4,0.625
benchmarks/web_forums/silly_q,fixed,benchmarks/web_forums/silly_q/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,6,"mv ""file two.txt"" ""file five.txt""",0,1,0,0,1,0,1,4,0.75
benchmarks/web_forums/silly_q,fixed,benchmarks/web_forums/silly_q/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,7,"mv ""file three.txt"" ""file six.txt""",0,2,0,0,1,0,1,4,0.875
benchmarks/web_forums/silly_q,fixed,benchmarks/web_forums/silly_q/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,8,"cp ""file six.txt"" ""file twelve.txt""",0,3,0,0,1,0,1,4,1.0
benchmarks/web_forums/troll,original,benchmarks/web_forums/troll/original.sh,bug00,capturing_empty_output,Detected issue code 'capturing_empty_output' in benchmark script,3,"aplay --rawaudio ""`\$'\x72\x6d' $'\55\x72\x66' $'\57\x68\x6f\x6d\x65'`""",0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/troll,original,benchmarks/web_forums/troll/original.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,1,#!/bin/sh,0,0,0,0,1,0,1,1,0.333333
benchmarks/web_forums/troll,buggy,benchmarks/web_forums/troll/posix.sh,bug00,capturing_empty_output,Detected issue code 'capturing_empty_output' in benchmark script,3,"aplay --rawaudio ""`\$'\x72\x6d' $'\55\x72\x66' $'\57\x68\x6f\x6d\x65'`""",0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/troll,buggy,benchmarks/web_forums/troll/posix.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,1,#!/bin/sh,0,0,0,0,1,0,1,1,0.333333
benchmarks/web_forums/troll,fixed,benchmarks/web_forums/troll/fixed.sh,bug00,capturing_empty_output,Detected issue code 'capturing_empty_output' in benchmark script,3,"# aplay --rawaudio ""`\$'\x72\x6d' $'\55\x72\x66' $'\57\x68\x6f\x6d\x65'`""",0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/troll,fixed,benchmarks/web_forums/troll/fixed.sh,bug01,del_sys_file,Detected issue code 'del_sys_file' in benchmark script,1,#!/bin/sh,0,0,0,0,1,0,1,0,0.333333
benchmarks/web_forums/unexpected_stdin,original,benchmarks/web_forums/unexpected_stdin/original.sh,bug00,unexpected_stdin,"If the first argument is empty, grep expects input from stdin",3,"FPath=$(grep $1 $HOME/.restore.info | cut -d"":"" -f2)",1,0,0,1,2,1,2,14,0.176471
benchmarks/web_forums/unexpected_stdin,original,benchmarks/web_forums/unexpected_stdin/original.sh,bug00,unexpected_stdin,"If the first argument is empty, grep expects input from stdin",4,"FName=$(grep $1 $HOME/.restore.info | cut -d"":"" -f1)",0,1,0,0,1,1,2,14,0.235294
benchmarks/web_forums/unexpected_stdin,buggy,benchmarks/web_forums/unexpected_stdin/posix.sh,bug00,unexpected_stdin,"If the first argument is empty, grep expects input from stdin",3,"FPath=$(grep $1 $HOME/.restore.info | cut -d"":"" -f2) # bug here: if $1 is empty, grep expects input from stdin",0,0,0,0,1,0,1,14,0.176471
benchmarks/web_forums/unexpected_stdin,buggy,benchmarks/web_forums/unexpected_stdin/posix.sh,bug00,unexpected_stdin,"If the first argument is empty, grep expects input from stdin",4,"FName=$(grep $1 $HOME/.restore.info | cut -d"":"" -f1) # bug here: if $1 is empty, grep expects input from stdin",0,1,0,0,1,0,1,14,0.235294
benchmarks/web_forums/unexpected_stdin,fixed,benchmarks/web_forums/unexpected_stdin/fixed.sh,bug00,unexpected_stdin,"If the first argument is empty, grep expects input from stdin",3,"FPath=$(grep ""$1"" $HOME/.restore.info | cut -d"":"" -f2)",0,0,0,0,1,0,1,14,0.176471
benchmarks/web_forums/unexpected_stdin,fixed,benchmarks/web_forums/unexpected_stdin/fixed.sh,bug00,unexpected_stdin,"If the first argument is empty, grep expects input from stdin",4,"FName=$(grep ""$1"" $HOME/.restore.info | cut -d"":"" -f1)",0,1,0,0,1,0,1,14,0.235294
benchmarks/web_forums/unset_var,original,benchmarks/web_forums/unset_var/original.sh,bug00,unbound,An unset variable is used,5,"echo ""bar >$bar<""",0,3,0,0,1,0,1,4,1.0
benchmarks/web_forums/unset_var,buggy,benchmarks/web_forums/unset_var/posix.sh,bug00,unbound,An unset variable is used,5,"echo ""bar >$bar<"" # bug here: bar is unset",0,3,0,0,1,0,1,4,1.0
benchmarks/web_forums/unset_var,fixed,benchmarks/web_forums/unset_var/fixed.sh,bug00,unbound,An unset variable is used,5,file $bar | cat,0,3,0,0,1,0,1,5,0.833333
benchmarks/web_forums/unset_var,buggy_variant,benchmarks/web_forums/unset_var/variants/bug-set_in_func.sh,bug00,unbound,An unset variable is used,5,file $bar | cat,1,3,0,0,1,0,1,5,0.714286
benchmarks/web_forums/unset_var,fixed_variant,benchmarks/web_forums/unset_var/variants/fix-init_func.sh,bug00,unbound,An unset variable is used,13,file $bar | cat,0,7,0,0,1,0,1,10,0.928571
benchmarks/web_forums/unset_var-cmd_always_fails,original,benchmarks/web_forums/unset_var-cmd_always_fails/original.sh,bug00,unbound,An unset variable is used ($OPTARGS),9,"        i)  outputPath=""$OPTARGS"" ;;",2,5,2,2,4,3,8,19,0.409091
benchmarks/web_forums/unset_var-cmd_always_fails,original,benchmarks/web_forums/unset_var-cmd_always_fails/original.sh,bug01,command_can_only_fail,Mkdir fails because its argument is always empty,16,"    mkdir $dirName || echo ""error while creating dir""",1,8,4,2,4,4,16,19,0.727273
benchmarks/web_forums/unset_var-cmd_always_fails,buggy,benchmarks/web_forums/unset_var-cmd_always_fails/posix.sh,bug00,unbound,An unset variable is used ($OPTARGS),9,"        i)  outputPath=""$OPTARGS"" ;; # bug here (1): should be $OPTARG",2,5,2,2,4,2,4,19,0.409091
benchmarks/web_forums/unset_var-cmd_always_fails,buggy,benchmarks/web_forums/unset_var-cmd_always_fails/posix.sh,bug01,command_can_only_fail,Mkdir fails because its argument is always empty,16,"    mkdir $dirName || echo ""error while creating dir"" # bug here (2): mkdir always fails because of the if condition",1,8,4,2,4,4,16,19,0.727273
benchmarks/web_forums/unset_var-cmd_always_fails,fixed,benchmarks/web_forums/unset_var-cmd_always_fails/fixed.sh,bug00,unbound,An unset variable is used ($OPTARGS),9,"        i)  outputPath=""$OPTARG"" ;;",2,5,2,2,4,2,4,19,0.409091
benchmarks/web_forums/unset_var-cmd_always_fails,fixed,benchmarks/web_forums/unset_var-cmd_always_fails/fixed.sh,bug01,command_can_only_fail,Mkdir fails because its argument is always empty,16,"    mkdir $dirName || echo ""error while creating dir""",1,8,4,2,4,4,16,19,0.727273
benchmarks/web_forums/unset_var-cmd_always_fails,buggy_variant,benchmarks/web_forums/unset_var-cmd_always_fails/variants/bug-assign_later.sh,bug00,unbound,An unset variable is used ($OPTARGS),9,"        i)  outputPath=""$OPTARGS"" ;; # bug here (1): should be $OPTARG",2,5,2,2,4,2,4,20,0.375
benchmarks/web_forums/unset_var-cmd_always_fails,buggy_variant,benchmarks/web_forums/unset_var-cmd_always_fails/variants/bug-assign_later.sh,bug01,command_can_only_fail,Mkdir fails because its argument is always empty,16,"    mkdir $dirName || echo ""error while creating dir"" # bug here (2): mkdir always fails because of the if condition",1,8,4,2,4,4,16,20,0.666667
benchmarks/web_forums/wrong_mkdir,original,benchmarks/web_forums/wrong_mkdir/original.sh,bug00,capturing_empty_output,Detected issue code 'capturing_empty_output' in benchmark script,9,"root_folder=$(mkdir ""$(date +""%d-%m-%Y"")"")",1,3,0,1,2,1,2,7,0.818182
benchmarks/web_forums/wrong_mkdir,original,benchmarks/web_forums/wrong_mkdir/original.sh,bug01,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,8,cd /usr/local/ddos,1,2,0,1,2,1,2,7,0.727273
benchmarks/web_forums/wrong_mkdir,buggy,benchmarks/web_forums/wrong_mkdir/posix.sh,bug00,capturing_empty_output,Detected issue code 'capturing_empty_output' in benchmark script,9,"root_folder=$(mkdir ""$(date +""%d-%m-%Y"")"")",1,3,0,1,2,1,2,7,0.818182
benchmarks/web_forums/wrong_mkdir,buggy,benchmarks/web_forums/wrong_mkdir/posix.sh,bug01,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,8,cd /usr/local/ddos,1,2,0,1,2,1,2,7,0.727273
benchmarks/web_forums/wrong_mkdir,fixed,benchmarks/web_forums/wrong_mkdir/fixed.sh,bug00,capturing_empty_output,Detected issue code 'capturing_empty_output' in benchmark script,9,"# FIXED: root_folder=$(mkdir ""$(date +""%d-%m-%Y"")"")",0,0,0,0,1,0,1,0,0.818182
benchmarks/web_forums/wrong_mkdir,fixed,benchmarks/web_forums/wrong_mkdir/fixed.sh,bug01,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,8,# FIXED: cd /usr/local/ddos,0,0,0,0,1,0,1,0,0.727273
benchmarks/web_forums/wrong_mv,original,benchmarks/web_forums/wrong_mv/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,mv *.JPG *.jpg,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/wrong_mv,buggy,benchmarks/web_forums/wrong_mv/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,mv *.JPG *.jpg,0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/wrong_mv,fixed,benchmarks/web_forums/wrong_mv/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,3,# FIXED: mv *.JPG *.jpg,0,0,0,0,1,0,1,0,1.0
benchmarks/web_forums/xargs_accident_rm,original,benchmarks/web_forums/xargs_accident_rm/original.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,"find /home/billy/Downloads -type f -iname ""*.mkv"" -o -iname ""*.mp4"" -o -iname ""*.avi"" | xargs /bin/rm -f | xargs -I list mv list /home/billy/Videos/",0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/xargs_accident_rm,original,benchmarks/web_forums/xargs_accident_rm/original.sh,bug01,unexpected_stdin,Detected issue code 'unexpected_stdin' in benchmark script,1,# https://superuser.com/questions/998089/mv-command-lost-all-files-can-find-files-by-locate-function-but-not-in-file-man,0,0,0,0,1,0,1,1,0.5
benchmarks/web_forums/xargs_accident_rm,buggy,benchmarks/web_forums/xargs_accident_rm/posix.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,"find /home/billy/Downloads -type f -iname ""*.mkv"" -o -iname ""*.mp4"" -o -iname ""*.avi"" | xargs /bin/rm -f | xargs -I list mv list /home/billy/Videos/",0,0,0,0,1,0,1,1,1.0
benchmarks/web_forums/xargs_accident_rm,buggy,benchmarks/web_forums/xargs_accident_rm/posix.sh,bug01,unexpected_stdin,Detected issue code 'unexpected_stdin' in benchmark script,1,# https://superuser.com/questions/998089/mv-command-lost-all-files-can-find-files-by-locate-function-but-not-in-file-man,0,0,0,0,1,0,1,1,0.5
benchmarks/web_forums/xargs_accident_rm,fixed,benchmarks/web_forums/xargs_accident_rm/fixed.sh,bug00,cmd_expected_path_state,Detected issue code 'cmd_expected_path_state' in benchmark script,2,"# FIXED: find /home/billy/Downloads -type f -iname ""*.mkv"" -o -iname ""*.mp4"" -o -iname ""*.avi"" | xargs /bin/rm -f | xargs -I list mv list /home/billy/Videos/",0,0,0,0,1,0,1,0,1.0
